Date,meta_close,meta_high,meta_low,meta_open
2024-02-05,465.91412353515625,471.3684282830897,450.8750177651413,467.6758400640679
2024-02-12,471.0997009277344,486.3279176984831,452.95520546869136,465.9937604885943
2024-02-19,481.7594909667969,492.0410212134742,459.6238249927041,467.5166193329094
2024-02-26,500.47418212890625,502.4171062542749,478.17555652925154,481.7126405038303
2024-03-04,504.1109619140625,521.666911065442,486.1166096623169,501.17167254660575
2024-03-11,482.34033203125,500.48413127518234,474.26976895716183,495.20340861541956
2024-03-18,507.7277526855469,513.1678980291983,479.5306303852684,490.12199706450394
2024-03-25,483.81494140625,508.14619000049333,483.38651172011987,503.95150153415494
2024-04-01,525.4232177734375,528.7709900364625,480.02879418610894,485.42910660418363
2024-04-08,510.039306640625,529.5580959908953,503.96147323441903,527.35616796256
2024-04-15,479.3214111328125,516.6452731895436,474.0008246461211,514.8417938077899
2024-04-22,441.6787109375,508.14622083975553,412.9933500746641,487.93993703909956
2024-04-29,450.3171691894531,452.5191579879948,425.5574899823434,437.96224783578646
2024-05-06,474.4690856933594,475.76434819594465,451.6921630761224,453.92401123072494
2024-05-13,470.1947021484375,480.74620589959085,458.4076848807283,471.0316452622416
2024-05-20,476.4817199707031,478.10579995092274,459.8623573782401,468.24179152916014
2024-05-27,465.1331481933594,479.1121505905268,452.80811566012204,474.8477087942843
2024-06-03,491.16815185546875,500.99232796642747,466.5380043305167,469.1484761373278
2024-06-10,502.32745361328125,512.1416563427989,491.6165283373407,492.0648744072266
2024-06-17,493.47100830078125,509.3987592696727,491.08734711442,500.3427947193107
2024-06-24,502.8860168457031,521.4966528641997,492.9822953512342,497.8793089134852
2024-07-01,538.4815673828125,539.4390494858881,491.86526462936666,503.61409780890364
2024-07-08,497.5501708984375,541.3739244574462,492.92246243757324,540.9151195316089
2024-07-15,475.52862548828125,505.33953346638947,457.90535938148247,497.31084250856037
2024-07-22,464.46795654296875,493.9098474919766,441.47891934659805,485.2926908609455
2024-07-29,486.84857177734375,525.7752807840168,455.49174827190194,468.6368714285464
2024-08-05,516.4002075195312,516.9687068327605,449.60735165169405,450.15591483417245
2024-08-12,526.0245971679688,538.3419595150968,507.7530892007,515.4925380085791
2024-08-19,526.6030883789062,542.7901297409765,521.3769614082677,525.4760731115344
2024-08-26,519.9308471679688,526.6031508897579,511.09430132901053,526.2041847593069
2024-09-02,498.9464416503906,524.099719168192,496.9317968532251,518.2652206644942
2024-09-09,523.2320556640625,526.1842465755389,494.2888421985135,504.82090213106767
2024-09-16,559.8648071289062,563.0064974962918,516.031134720739,523.1521980973546
2024-09-23,566.3988037109375,576.4218336408459,553.2511324655222,568.5351928960997
2024-09-30,594.930419921875,595.8388514800449,563.8431596015884,566.7382710815591
2024-10-07,588.9505615234375,601.928537862758,580.6246637388551,597.2065096533966
2024-10-14,575.4933471679688,599.0833194036751,573.0575393754764,593.2132760998645
2024-10-21,572.27880859375,584.0089019229721,560.5687008789934,575.0541280073938
2024-10-28,566.1991577148438,600.1815301642063,561.6069748641634,581.0140443498194
2024-11-04,588.3416137695312,593.7923248746758,554.2294579999194,563.1443221910592
2024-11-11,553.1412963867188,598.6440310165644,550.5656503540905,585.3665760230244
2024-11-18,558.1928100585938,569.0343981792281,548.1198760948851,556.0963309799298
2024-11-25,573.3470458984375,577.4800469055187,555.4474286074864,561.1477162414899
2024-12-02,622.7132568359375,628.7230165931262,574.5949028895137,576.5216258597975
2024-12-09,619.2990112304688,637.3184806136362,605.1430415537196,622.8629704357318
2024-12-16,584.258544921875,631.2987154197714,579.0174387948526,628.912749625943
2024-12-23,599.27685546875,607.449577344765,585.7289107359945,589.0759086906954
2024-12-30,604.092529296875,608.9581953145173,583.3309720545324,588.2266406750157
2025-01-06,615.3125610351562,631.5381159014867,596.8090645204555,611.286174923071
2025-01-13,612.225341796875,624.4144487016482,588.0268387097894,606.5603378283752
2025-01-20,646.9144287109375,651.4204294754496,608.4686535527165,617.2808206679301
2025-01-27,688.5673828125,710.1581591180768,624.5443262422965,626.0529937651316
2025-02-03,713.8848876953125,724.3655534509123,674.6497750091058,675.309161508136
2025-02-10,736.0151977539062,740.2514192957425,709.4088628078533,717.9213093655202
2025-02-17,682.9423828125,736.3448835072745,681.7534381597311,735.3457724034655
2025-02-24,667.6060791015625,688.0379142073739,641.2894647179025,685.6700256728476
2025-03-03,625.1038208007812,680.6444333976242,600.0761000698269,673.0811550915563
2025-03-10,607.0598754882812,632.7670453686072,585.9886566940662,607.5294894118852
2025-03-17,584.0599975585938,613.0999755859375,574.6599731445312,607.4600219726562
