Date,nvda_close,nvda_high,nvda_low,nvda_open
2024-11-11,141.9571533203125,149.6259175040002,140.05746510375218,148.65607234164023
2024-11-18,141.92715454101562,152.86539653158567,137.1279238994498,139.47755184306718
2024-11-25,138.22776794433594,142.02715991559197,131.77880822351642,141.96717200523736
2024-12-02,142.41709899902344,146.51643059141588,137.79784674753492,138.80767885370673
2024-12-09,134.23765563964844,141.80696689758582,132.52780616182653,138.957222853678
2024-12-16,134.68760681152344,136.68742284512405,126.8483316215816,134.16765037071934
2024-12-23,136.9973907470703,141.8869402981666,134.69761453351015,136.26746217295909
2024-12-30,144.4567108154297,144.88666393436952,133.81769024424045,134.8175982500191
2025-01-06,135.8975067138672,153.11592455249257,134.20765966847648,148.57633346213825
2025-01-13,137.6973419189453,138.7372395598741,129.49808384355225,129.9780506846447
2025-01-20,142.60687255859375,148.95629439391405,137.07738259808448,139.1471994595818
2025-01-27,120.0589599609375,128.98813920483877,116.23931149273263,124.78852842173987
2025-02-03,129.8280487060547,130.35799871586244,112.99960316875215,114.73944092119653
2025-02-10,138.8372344970703,139.23719160158925,129.06812888247075,130.07803048868163
2025-02-17,134.41763305664062,143.42681443354866,134.01767593596887,141.25701577626268
2025-02-24,124.90850830078125,138.57724913319865,116.38929530836823,136.5474370687488
2025-03-03,112.67964172363281,123.68862397167649,107.5501084934214,123.49864662778602
2025-03-10,121.65880584716797,121.86878561399979,104.7603589383513,109.88989191628805
2025-03-17,117.5199966430664,122.88999938964844,114.54000091552734,122.73999786376953
