Date,msft_close,msft_high,msft_low,msft_open
2024-10-14,416.4895324707031,422.34604783114133,408.8402199326748,416.1010758580145
2024-10-21,426.43963623046875,430.79217425375066,412.09716689384084,414.4576944427114
2024-10-28,408.73065185546875,436.74828318635144,404.67690336879053,429.9356112192484
2024-11-04,420.85205078125,425.1448308132349,403.9498411181053,408.1629237115582
2024-11-11,413.3421936035156,427.6149359748149,411.98764100476023,420.8321424102276
2024-11-18,415.33416748046875,418.10306071451186,408.6509811140516,413.212671545859
2024-11-25,422.61260986328125,428.1814608362326,414.0198538680683,417.5427888017954
2024-12-02,442.682373046875,445.2073090094776,420.4669081047406,420.72639756110976
2024-12-09,446.37493896484375,455.24716344573005,439.6184976497568,441.71430134619914
2024-12-16,435.726318359375,454.378919917037,427.7722660445124,446.37494938412476
2024-12-23,429.66845703125,440.05762903754527,425.49682901810996,435.866021554619
2024-12-30,422.5028381347656,426.6944152183245,414.0198475303734,425.2074066114022
2025-01-06,418.11163330078125,433.4508708590239,414.1894746460312,427.1435107735534
2025-01-13,428.1714782714844,433.61058460419247,409.8981203615091,414.40906454550856
2025-01-20,443.17138671875,446.3749546427322,424.74833565145866,429.33913665811934
2025-01-27,414.22943115234375,447.4827626251138,412.3332392871603,423.1615337089186
2025-02-03,408.9300537109375,417.8122379259866,407.2833615993766,410.77635778726744
2025-02-10,407.6126708984375,414.62860173169696,403.56079792540334,412.8821037103371
2025-02-17,407.39312744140625,418.47092145867384,405.68655782928295,407.1835561976567
2025-02-24,396.989990234375,409.3699951171875,386.57000732421875,408.510009765625
2025-03-03,393.30999755859375,402.1499938964844,381.0,398.82000732421875
2025-03-10,388.55999755859375,390.2300109863281,376.9100036621094,385.8399963378906
2025-03-17,387.82000732421875,392.7099914550781,381.1000061035156,386.70001220703125
